plane_name,nation,rank,battle_rating,max_speed,turn_time,climb_rate,wing_rip_speed,combat_flap_rip_speed,image_url
␗P-38L-1,China,III,4.7,690,22.0,19.3,790,565,https://wiki.warthunder.com/images/thumb/6/6a/GarageImage_P-38L-1_%28China%29.jpg/800px-GarageImage_P-38L-1_%28China%29.jpg
␗P-40E-1,China,II,2.7,560,21.0,10.6,819,595,https://wiki.warthunder.com/images/thumb/e/ed/GarageImage_P-40E-1_%28China%29.jpg/800px-GarageImage_P-40E-1_%28China%29.jpg
␗P-43A-1,China,II,2.7,566,19.0,13.6,760,426,https://wiki.warthunder.com/images/thumb/f/f8/GarageImage_P-43A-1_%28China%29.jpg/800px-GarageImage_P-43A-1_%28China%29.jpg
␗P-47D-23-RA,China,III,3.7,714,23.0,14.1,885,498,https://wiki.warthunder.com/images/thumb/0/04/GarageImage_P-47D-23-RA_%28China%29.jpg/800px-GarageImage_P-47D-23-RA_%28China%29.jpg
␗P-47D-30,China,III,5.0,714,23,14.1,885,498,https://wiki.warthunder.com/images/thumb/c/c3/GarageImage_P-47D-30_%28China%29.jpg/800px-GarageImage_P-47D-30_%28China%29.jpg
␗P-51D-20,China,III,4.3,710,22.0,18.9,901,644,https://wiki.warthunder.com/images/thumb/0/07/GarageImage_P-51D-20_%28China%29.jpg/800px-GarageImage_P-51D-20_%28China%29.jpg
␗P-51K,China,III,5.0,721,20.0,22.7,910,644,https://wiki.warthunder.com/images/thumb/6/68/GarageImage_P-51K_%28China%29.jpg/800px-GarageImage_P-51K_%28China%29.jpg
P-66,China,II,2.3,547,20.0,11.2,720,445,https://wiki.warthunder.com/images/thumb/9/9e/GarageImage_P-66.jpg/800px-GarageImage_P-66.jpg
␗P1Y1 mod. 11,China,II,3.3,546,26.0,10.2,680,430,https://wiki.warthunder.com/images/thumb/4/45/GarageImage_P1Y1_mod._11_%28China%29.jpg/800px-GarageImage_P1Y1_mod._11_%28China%29.jpg
␗PB4Y-2,China,IV,5.3,404,38.0,3.5,599,N/A,https://wiki.warthunder.com/images/thumb/d/df/GarageImage_PB4Y-2_%28China%29.jpg/800px-GarageImage_PB4Y-2_%28China%29.jpg
Q-5 early,China,VI,9.0,"1,311",23.6,159.2,1260,N/A,https://wiki.warthunder.com/images/thumb/b/b4/GarageImage_Q-5_early.jpg/800px-GarageImage_Q-5_early.jpg
Q-5A,China,VI,9.0,"1,442",24.9,161.1,1260,N/A,https://wiki.warthunder.com/images/thumb/4/4e/GarageImage_Q-5A.jpg/800px-GarageImage_Q-5A.jpg
Q-5L,China,VII,9.7,"1,444",25.0,162.0,"1,260",N/A,https://wiki.warthunder.com/images/thumb/b/b4/GarageImage_Q-5L.jpg/800px-GarageImage_Q-5L.jpg
␗SB 2M-103U,China,II,2.3,423,24.2,8.9,580,315,https://wiki.warthunder.com/images/thumb/9/94/GarageImage_SB_2M-103U_%28China%29.jpg/800px-GarageImage_SB_2M-103U_%28China%29.jpg
Shenyang F-5,China,VI,9.3,"1,114",21.5,50.0,"1,150",-,https://wiki.warthunder.com/images/thumb/3/3c/GarageImage_Shenyang_F-5.jpg/800px-GarageImage_Shenyang_F-5.jpg
␗Tu-2S-44,China,IV,5.3,547,30.8,8.1,900,437,https://wiki.warthunder.com/images/thumb/5/5d/GarageImage_Tu-2S-44_%28China%29.jpg/800px-GarageImage_Tu-2S-44_%28China%29.jpg
␗Tu-4,China,V,8.0,641,32.0,6.5,609,332,https://wiki.warthunder.com/images/thumb/7/78/GarageImage_Tu-4_%28China%29.jpg/800px-GarageImage_Tu-4_%28China%29.jpg
V-11,China,I,1.3,360,22.0,6.2,620,330,https://wiki.warthunder.com/images/thumb/6/6c/GarageImage_V-11.jpg/800px-GarageImage_V-11.jpg
V-12D,China,I,2.3,479,22.0,10.5,680,330,https://wiki.warthunder.com/images/thumb/a/a6/GarageImage_V-12D.jpg/800px-GarageImage_V-12D.jpg
Ariete,Italy,VI,9.3,"1,050",24.0,45.0,"1,125",498,https://wiki.warthunder.com/images/thumb/6/60/GarageImage_Ariete_%28Fighter%29.jpg/800px-GarageImage_Ariete_%28Fighter%29.jpg
▄AV-8B Plus,Italy,VIII,11.7,"1,134",30.5,102.0,0,___,https://wiki.warthunder.com/images/thumb/3/36/GarageImage_AV-8B_Plus_%28Italy%29.jpg/800px-GarageImage_AV-8B_Plus_%28Italy%29.jpg
B.R.20DR,Italy,I,1.7,430,31.0,4.6,675,N/A,https://wiki.warthunder.com/images/thumb/0/00/GarageImage_B.R.20DR.jpg/800px-GarageImage_B.R.20DR.jpg
B.R.20M M1,Italy,I,1.7,430,31.0,4.6,675,N/A,https://wiki.warthunder.com/images/thumb/a/af/GarageImage_B.R.20M_M1.jpg/800px-GarageImage_B.R.20M_M1.jpg
Ba.65 (K.14) L,Italy,I,1.3,490,29.0,7.6,590,490,https://wiki.warthunder.com/images/thumb/8/81/GarageImage_Ba.65_%28K.14%29_L.jpg/800px-GarageImage_Ba.65_%28K.14%29_L.jpg
◐Bf 109 F-4,Italy,III,4.0,665,19.0,20.0,790,437,https://wiki.warthunder.com/images/thumb/a/a5/GarageImage_Bf_109_F-4_%28Italy%29.jpg/800px-GarageImage_Bf_109_F-4_%28Italy%29.jpg
▄Bf 109 G-14/AS,Italy,IV,5.3,698,20.0,21.8,790,437,https://wiki.warthunder.com/images/thumb/d/dc/GarageImage_Bf_109_G-14_AS_Italy.jpg/800px-GarageImage_Bf_109_G-14_AS_Italy.jpg
◐Bf 109 G-2,Italy,IV,4.3,696,19.0,23.1,790,437,https://wiki.warthunder.com/images/thumb/0/0e/GarageImage_Bf_109_G-2_%28Italy%29.jpg/800px-GarageImage_Bf_109_G-2_%28Italy%29.jpg
◐Bf 110 G-4,Italy,III,3.7,591,25.0,12.5,745,467,https://wiki.warthunder.com/images/thumb/f/f1/GarageImage_Bf_110_G-4_%28Italy%29.jpg/800px-GarageImage_Bf_110_G-4_%28Italy%29.jpg
Breda 88 (P.XI),Italy,I,1.7,490,29.0,7.6,712.5,N/A,https://wiki.warthunder.com/images/thumb/e/e7/GarageImage_Breda_88_%28P.XI%29.jpg/800px-GarageImage_Breda_88_%28P.XI%29.jpg
C. 200 serie 3,Italy,II,2.3,504,16.0,18.0,845,535,https://wiki.warthunder.com/images/thumb/5/52/GarageImage_C._200_serie_3.jpg/800px-GarageImage_C._200_serie_3.jpg
C. 200 serie 7,Italy,II,2.3,504,16.0,16.0,845,535,https://wiki.warthunder.com/images/thumb/4/4f/GarageImage_C._200_serie_7.jpg/800px-GarageImage_C._200_serie_7.jpg
C. 202,Italy,II,3.0,602,19.0,15.8,845,535,https://wiki.warthunder.com/images/thumb/6/60/GarageImage_C._202.jpg/800px-GarageImage_C._202.jpg
C. 202D,Italy,II,3.0,602,19.0,15.8,845,535,https://wiki.warthunder.com/images/thumb/a/af/GarageImage_C._202D.jpg/800px-GarageImage_C._202D.jpg
C. 202EC,Italy,III,4.0,571,20.0,13.4,820,535,https://wiki.warthunder.com/images/thumb/1/12/GarageImage_C._202EC.jpg/800px-GarageImage_C._202EC.jpg
C. 205 serie 1,Italy,II,3.7,683,18.0,20.4,845,535,https://wiki.warthunder.com/images/thumb/c/ca/GarageImage_C._205_serie_1.jpg/800px-GarageImage_C._205_serie_1.jpg
C. 205 serie 3,Italy,IV,4.7,672,19.0,19.0,845,535,https://wiki.warthunder.com/images/thumb/2/24/GarageImage_C._205_serie_3.jpg/800px-GarageImage_C._205_serie_3.jpg
C. 205N2,Italy,III,4.7,659,20.0,16.7,845,535,https://wiki.warthunder.com/images/thumb/d/d7/GarageImage_C._205N2.jpg/800px-GarageImage_C._205N2.jpg
CL-13 Mk.4,Italy,V,8.7,"1,093",24.0,38.0,"1,118",590,https://wiki.warthunder.com/images/thumb/5/54/GarageImage_CL-13_Mk.4.jpg/800px-GarageImage_CL-13_Mk.4.jpg
CR.32,Italy,I,1.0,372,14.0,9.6,590,N/A,https://wiki.warthunder.com/images/thumb/f/f3/GarageImage_CR.32.jpg/800px-GarageImage_CR.32.jpg
CR.32 bis,Italy,I,1.7,356,14.0,9.2,590,N/A,https://wiki.warthunder.com/images/thumb/2/28/GarageImage_CR.32_bis.jpg/800px-GarageImage_CR.32_bis.jpg
CR.32 quater,Italy,I,1.0,350,14.0,9.6,590,N/A,https://wiki.warthunder.com/images/thumb/1/1a/GarageImage_CR.32_quater.jpg/800px-GarageImage_CR.32_quater.jpg
CR.42,Italy,I,1.3,429,19.2,17.2,578,N/A,https://wiki.warthunder.com/images/thumb/9/97/GarageImage_CR.42.jpg/800px-GarageImage_CR.42.jpg
▄F-104G,Italy,VI,10.7,"2,387",34.0,260.0,"1,527",N/A,https://wiki.warthunder.com/images/thumb/d/d8/GarageImage_F-104G_%28Italy%29.jpg/800px-GarageImage_F-104G_%28Italy%29.jpg
F-104S,Italy,VII,11.0,"2,387",34.0,260.0,"1,527",N/A,https://wiki.warthunder.com/images/thumb/f/f9/GarageImage_F-104S.jpg/800px-GarageImage_F-104S.jpg
▄F-104S TAF,Italy,VII,11.0,"2,387",34.0,260.0,"1,527",N/A,https://wiki.warthunder.com/images/thumb/d/d4/GarageImage_F-104S_TAF_%28Italy%29.jpg/800px-GarageImage_F-104S_TAF_%28Italy%29.jpg
F-104S.ASA,Italy,VII,11.3,"2,387",34.0,260.0,"1,527",N/A,https://wiki.warthunder.com/images/thumb/e/e6/GarageImage_F-104S.ASA.jpg/800px-GarageImage_F-104S.ASA.jpg
▄F-16A ADF,Italy,VIII,12.0,"2,146",19.8,295.0,"1,555",N/A,https://wiki.warthunder.com/images/thumb/6/65/GarageImage_F-16A_ADF_%28Italy%29.jpg/800px-GarageImage_F-16A_ADF_%28Italy%29.jpg
▄F-84F,Italy,VI,8.3,"1,102",28.0,38.0,1187,533,https://wiki.warthunder.com/images/thumb/5/53/GarageImage_F-84F_%28Italy%29.jpg/800px-GarageImage_F-84F_%28Italy%29.jpg
▄F-84G-21-RE,Italy,V,7.7,985,28.0,36.2,1044.75,527,https://wiki.warthunder.com/images/thumb/5/5e/GarageImage_F-84G-21-RE_%28Italy%29.jpg/800px-GarageImage_F-84G-21-RE_%28Italy%29.jpg
▄F-86K,Italy,VI,9.0,"1,111",27.0,56.0,"1,187",593,https://wiki.warthunder.com/images/thumb/b/b3/GarageImage_F-86K_%28Italy%29.jpg/800px-GarageImage_F-86K_%28Italy%29.jpg
F.C.20 Bis,Italy,I,2.0,439,25.0,6.4,720,N/A,https://wiki.warthunder.com/images/thumb/c/c8/GarageImage_F.C.20_Bis.jpg/800px-GarageImage_F.C.20_Bis.jpg
G.50 AS serie 7,Italy,I,1.7,470,15.0,10.3,0,535,https://wiki.warthunder.com/images/thumb/a/a0/GarageImage_G.50_AS_serie_7.jpg/800px-GarageImage_G.50_AS_serie_7.jpg
G.50 serie 2,Italy,I,1.7,470,15.0,15.0,0,535,https://wiki.warthunder.com/images/thumb/9/93/GarageImage_G.50_serie_2.jpg/800px-GarageImage_G.50_serie_2.jpg
G.55 serie 1,Italy,IV,5.0,646,20.0,16.7,840,437,https://wiki.warthunder.com/images/thumb/3/30/GarageImage_G.55_serie_1.jpg/800px-GarageImage_G.55_serie_1.jpg
G.55 sottoserie 0,Italy,III,4.3,638,20.0,16.5,840,437,https://wiki.warthunder.com/images/thumb/3/3d/GarageImage_G.55_sottoserie_0.jpg/800px-GarageImage_G.55_sottoserie_0.jpg
G.55S,Italy,IV,5.0,634,19.0,18.8,840,437,https://wiki.warthunder.com/images/thumb/c/c2/GarageImage_G.55S.jpg/800px-GarageImage_G.55S.jpg
G.56,Italy,IV,6.3,700,20.0,21.7,840,437,https://wiki.warthunder.com/images/thumb/2/27/GarageImage_G.56.jpg/800px-GarageImage_G.56.jpg
G.91 pre-serie,Italy,V,8.3,"1,070",26.0,39.0,1011,589,https://wiki.warthunder.com/images/thumb/6/60/GarageImage_G.91_pre-serie.jpg/800px-GarageImage_G.91_pre-serie.jpg
G.91 R/1,Italy,V,8.7,"1,084",26.0,39.0,1128,589,https://wiki.warthunder.com/images/thumb/f/f9/GarageImage_G.91_R_1.jpg/800px-GarageImage_G.91_R_1.jpg
G.91 R/4,Italy,V,8.7,"1,084",26.0,39.0,1128,589,https://wiki.warthunder.com/images/thumb/7/75/GarageImage_G.91_R4.jpg/800px-GarageImage_G.91_R4.jpg
G.91 Y,Italy,VI,9.3,"1,123",29.0,75.0,1128,592,https://wiki.warthunder.com/images/thumb/f/f2/GarageImage_G.91_Y.jpg/800px-GarageImage_G.91_Y.jpg
G.91 YS,Italy,VI,9.7,"1,123",29.0,75.0,1128,592,https://wiki.warthunder.com/images/thumb/9/9d/GarageImage_G.91_YS.jpg/800px-GarageImage_G.91_YS.jpg
He 112 B-1/U2,Italy,II,2.0,503,16.0,15.8,730,498,https://wiki.warthunder.com/images/thumb/d/d0/GarageImage_He_112_B-1_U2.jpg/800px-GarageImage_He_112_B-1_U2.jpg
Hs 129 B-2 (Romania),Italy,III,2.3,439,27.9,8.3,630,287,https://wiki.warthunder.com/images/thumb/f/fc/GarageImage_Hs_129_B-2_%28Romania%29_%28Italy%29.jpg/800px-GarageImage_Hs_129_B-2_%28Romania%29_%28Italy%29.jpg
IAR-81C,Italy,II,2.7,485,20.0,11.9,680,492,https://wiki.warthunder.com/images/thumb/7/7d/GarageImage_IAR-81C.jpg/800px-GarageImage_IAR-81C.jpg
▄Ju 87 D-3,Italy,II,2.0,385,31.0,11.2,730,N/A,https://wiki.warthunder.com/images/thumb/4/41/GarageImage_Ju_87_D-3_%28Italy%29.jpg/800px-GarageImage_Ju_87_D-3_%28Italy%29.jpg
▄Ju 87 R-2,Italy,I,1.3,383,27.0,9.6,680,N/A,https://wiki.warthunder.com/images/thumb/3/37/GarageImage_Ju_87_R-2_%28Italy%29.jpg/800px-GarageImage_Ju_87_R-2_%28Italy%29.jpg
Marcolin's C.R.42 CN,Italy,I,1.3,429,19.2,17.2,578,N/A,https://wiki.warthunder.com/images/thumb/5/53/GarageImage_Marcolin%27s_C.R.42_CN.jpg/800px-GarageImage_Marcolin%27s_C.R.42_CN.jpg
▄P-47D-30,Italy,III,5.0,714,23.0,14.1,885,498,https://wiki.warthunder.com/images/thumb/9/9a/GarageImage_P-47D-30_%28Italy%29.jpg/800px-GarageImage_P-47D-30_%28Italy%29.jpg
P.108A serie 2,Italy,I,2.3,444,31.0,7.7,515,383,https://wiki.warthunder.com/images/thumb/2/29/GarageImage_P.108A_serie_2.jpg/800px-GarageImage_P.108A_serie_2.jpg
P.108B serie 1,Italy,III,3.3,419,36.0,4.3,515,383,https://wiki.warthunder.com/images/thumb/b/b5/GarageImage_P.108B_serie_1.jpg/800px-GarageImage_P.108B_serie_1.jpg
P.108B serie 2,Italy,III,3.7,445,36.0,4.2,515,383,https://wiki.warthunder.com/images/thumb/3/3f/GarageImage_P.108B_serie_2.jpg/800px-GarageImage_P.108B_serie_2.jpg
Re.2000 G.A.,Italy,I,2.3,525,17.0,12.9,740,457,https://wiki.warthunder.com/images/thumb/f/fb/GarageImage_Re.2000_G.A..jpg/800px-GarageImage_Re.2000_G.A..jpg
Re.2000 serie 1,Italy,I,2.3,530,16.0,16.2,740,457,https://wiki.warthunder.com/images/thumb/0/04/GarageImage_Re.2000_serie_1.jpg/800px-GarageImage_Re.2000_serie_1.jpg
Re.2001 CB,Italy,II,3.0,530,18.0,15.7,740,455,https://wiki.warthunder.com/images/thumb/b/b3/GarageImage_Re.2001_CB.jpg/800px-GarageImage_Re.2001_CB.jpg
Re.2001 CN,Italy,III,3.3,521,19.0,15.6,740,455,https://wiki.warthunder.com/images/thumb/6/63/GarageImage_Re.2001_CN.jpg/800px-GarageImage_Re.2001_CN.jpg
Re.2001 gruppo 22,Italy,II,3.0,545,18.0,15.9,740,455,https://wiki.warthunder.com/images/thumb/d/d9/GarageImage_Re.2001_gruppo_22.jpg/800px-GarageImage_Re.2001_gruppo_22.jpg
Re.2001 serie 1,Italy,II,3.0,545,18.0,15.9,740,454,https://wiki.warthunder.com/images/thumb/4/49/GarageImage_Re.2001_serie_1.jpg/800px-GarageImage_Re.2001_serie_1.jpg
Re.2002 Early,Italy,II,2.3,530,19.0,12.6,740,457,https://wiki.warthunder.com/images/thumb/f/f6/GarageImage_Re.2002_Early.jpg/800px-GarageImage_Re.2002_Early.jpg
Re.2005 serie 0,Italy,IV,6.0,650,19.0,16.0,800,454,https://wiki.warthunder.com/images/thumb/3/3e/GarageImage_Re.2005_serie_0.jpg/800px-GarageImage_Re.2005_serie_0.jpg
Ro.43,Italy,I,1.3,___,__._,__._,0,___,https://wiki.warthunder.com/images/thumb/6/65/GarageImage_Ro.43.jpg/800px-GarageImage_Ro.43.jpg
Ro.44,Italy,I,1.0,303,14.0,11.0,400,-,https://wiki.warthunder.com/images/thumb/2/2b/GarageImage_Ro.44.jpg/800px-GarageImage_Ro.44.jpg
Ro.57 Quadriarma,Italy,II,2.7,466,22.0,12.5,800,470,https://wiki.warthunder.com/images/thumb/f/f7/GarageImage_Ro.57_Quadriarma.jpg/800px-GarageImage_Ro.57_Quadriarma.jpg
S.81,Italy,I,1.3,335,29.0,6.3,530,369,https://wiki.warthunder.com/images/thumb/5/51/GarageImage_S.81.jpg/800px-GarageImage_S.81.jpg
S.M.79 AS,Italy,II,2.3,480,31.0,5.9,530,313,https://wiki.warthunder.com/images/thumb/0/03/GarageImage_S.M.79_AS.jpg/800px-GarageImage_S.M.79_AS.jpg
S.M.79 B,Italy,II,2.3,445,35.0,5.9,540,457,https://wiki.warthunder.com/images/thumb/f/f7/GarageImage_S.M.79_B.jpg/800px-GarageImage_S.M.79_B.jpg
S.M.79 bis/T.M,Italy,II,2.3,430,31.6,5.9,530,313,https://wiki.warthunder.com/images/thumb/1/1d/GarageImage_S.M.79_bis_T.M.jpg/800px-GarageImage_S.M.79_bis_T.M.jpg
S.M.79 serie 1,Italy,I,1.7,430,31.6,5.9,530,313,https://wiki.warthunder.com/images/thumb/0/02/GarageImage_S.M.79_serie_1.jpg/800px-GarageImage_S.M.79_serie_1.jpg
S.M.79 serie 8,Italy,I,2.0,430,31.6,5.9,530,313,https://wiki.warthunder.com/images/thumb/8/82/GarageImage_S.M.79_serie_8.jpg/800px-GarageImage_S.M.79_serie_8.jpg
Sagittario 2,Italy,VI,9.0,"1,050",24.0,45.0,"1,125",498,https://wiki.warthunder.com/images/thumb/0/0e/GarageImage_Sagittario_2.jpg/800px-GarageImage_Sagittario_2.jpg
SM.91,Italy,II,3.7,585,20.0,12.0,845,535,https://wiki.warthunder.com/images/thumb/7/74/GarageImage_SM.91.jpg/800px-GarageImage_SM.91.jpg
SM.92,Italy,III,4.0,630,19.5,12.0,845,535,https://wiki.warthunder.com/images/thumb/5/56/GarageImage_SM.92.jpg/800px-GarageImage_SM.92.jpg
▄Spitfire Mk Vb/trop,Italy,III,3.7,573,16.5,17.8,760,N/A,https://wiki.warthunder.com/images/thumb/a/a5/GarageImage_Spitfire_Mk_Vb_trop_Italy.jpg/800px-GarageImage_Spitfire_Mk_Vb_trop_Italy.jpg
Tornado ADV,Italy,VIII,11.3,"2,308",28.0,191.0,"1,555",-,https://wiki.warthunder.com/images/thumb/1/1e/GarageImage_Tornado_ADV.jpg/800px-GarageImage_Tornado_ADV.jpg
▄Tornado IDS (1995),Italy,VIII,11.3,"2,005",31.0,177.0,"1,555",-,https://wiki.warthunder.com/images/thumb/7/7c/GarageImage_Tornado_IDS_%281995%29_%28Italy%29.jpg/800px-GarageImage_Tornado_IDS_%281995%29_%28Italy%29.jpg
Vampire FB 52A,Italy,V,8.0,882,24.0,21.0,888,496,https://wiki.warthunder.com/images/thumb/4/42/GarageImage_Vampire_FB_52A.jpg/800px-GarageImage_Vampire_FB_52A.jpg
Z.1007 bis serie 3,Italy,II,2.7,450,32.0,6.2,530,N/A,https://wiki.warthunder.com/images/thumb/9/9e/GarageImage_Z.1007_bis_serie_3.jpg/800px-GarageImage_Z.1007_bis_serie_3.jpg
Z.1007 bis serie 5,Italy,II,3.0,450,32.0,6.2,530,N/A,https://wiki.warthunder.com/images/thumb/3/3e/GarageImage_Z.1007_bis_serie_5.jpg/800px-GarageImage_Z.1007_bis_serie_5.jpg
▄A-35B,France,II,2.7,485,29.0,7.5,702,369,https://wiki.warthunder.com/images/thumb/5/5d/GarageImage_A-35B_%28France%29.jpg/800px-GarageImage_A-35B_%28France%29.jpg
▄AD-4,France,IV,6.0,587,23.0,15.5,797,365,https://wiki.warthunder.com/images/thumb/6/63/GarageImage_AD-4_%28France%29.jpg/800px-GarageImage_AD-4_%28France%29.jpg
▄AD-4NA,France,IV,6.0,587,23.0,15.5,797,N/A,https://wiki.warthunder.com/images/thumb/f/f6/GarageImage_AD-4NA_%28France%29.jpg/800px-GarageImage_AD-4NA_%28France%29.jpg
B-26C,France,III,4.7,491,34.0,5.6,568,382,https://wiki.warthunder.com/images/thumb/6/6f/GarageImage_B-26C.jpg/800px-GarageImage_B-26C.jpg
Br.693AB2,France,I,1.7,495,19.0,7.8,0,382,https://wiki.warthunder.com/images/thumb/1/11/GarageImage_Br.693AB2.jpg/800px-GarageImage_Br.693AB2.jpg
C.R.714,France,I,1.3,487,20.0,9.3,735,332,https://wiki.warthunder.com/images/thumb/f/f6/GarageImage_C.R.714.jpg/800px-GarageImage_C.R.714.jpg
Challe's ▄Yak-9T,France,III,4.0,593,18.0,16.0,683,N/A,https://wiki.warthunder.com/images/thumb/a/ac/GarageImage_Challe%27s_Yak-9T_%28France%29.jpg/800px-GarageImage_Challe%27s_Yak-9T_%28France%29.jpg
D.371,France,I,1.0,393,13.0,14.2,560,N/A,https://wiki.warthunder.com/images/thumb/8/85/GarageImage_D.371.jpg/800px-GarageImage_D.371.jpg
D.371 H.S.9,France,I,1.3,400,13.0,14.0,560,N/A,https://wiki.warthunder.com/images/thumb/1/10/GarageImage_D.371_H.S.9.jpg/800px-GarageImage_D.371_H.S.9.jpg
D.373,France,I,1.0,411,16.0,15.7,630,N/A,https://wiki.warthunder.com/images/thumb/8/85/GarageImage_D.373.jpg/800px-GarageImage_D.373.jpg
D.500,France,I,1.0,366,15.0,12.5,576,-,https://wiki.warthunder.com/images/thumb/e/ee/GarageImage_D.500.jpg/800px-GarageImage_D.500.jpg
D.501,France,I,1.3,363,13.0,12.5,576,-,https://wiki.warthunder.com/images/thumb/7/75/GarageImage_D.501.jpg/800px-GarageImage_D.501.jpg
D.520,France,II,3.0,550,20.0,10.0,800,385,https://wiki.warthunder.com/images/thumb/0/08/GarageImage_D.520_%28Great_Britain%29.jpg/800px-GarageImage_D.520_%28Great_Britain%29.jpg
Etendard IVM,France,VI,9.0,"1,100",32.0,95.0,"1,263","1,263",https://wiki.warthunder.com/images/thumb/8/8d/GarageImage_Etendard_IVM.jpg/800px-GarageImage_Etendard_IVM.jpg
▄F-100D,France,VI,9.3,"1,433",40.0,105.0,1361,620,https://wiki.warthunder.com/images/thumb/7/7e/GarageImage_F-100D_%28France%29.jpg/800px-GarageImage_F-100D_%28France%29.jpg
F-6C-10-NA,France,III,3.7,708,21.0,16.2,853,676,https://wiki.warthunder.com/images/thumb/a/af/GarageImage_F-6C-10-NA.jpg/800px-GarageImage_F-6C-10-NA.jpg
▄F-84F,France,VI,8.3,"1,102",28.0,38.0,1187,533,https://wiki.warthunder.com/images/thumb/5/52/GarageImage_F-84F_%28France%29.jpg/800px-GarageImage_F-84F_%28France%29.jpg
F-84F IAF,France,VI,8.3,"1,102",28.0,38.0,1187,533,https://wiki.warthunder.com/images/thumb/c/c2/GarageImage_F-84F_%28IAF%29.jpg/800px-GarageImage_F-84F_%28IAF%29.jpg
▄F-84G-26-RE,France,V,7.7,985,28.0,36.2,1044.75,527,https://wiki.warthunder.com/images/thumb/c/c4/GarageImage_F-84G-26-RE_%28France%29.jpg/800px-GarageImage_F-84G-26-RE_%28France%29.jpg
▄F-86K,France,VI,9.0,"1,111",27.0,56.0,"1,187",593,https://wiki.warthunder.com/images/thumb/f/f9/GarageImage_F-86K_%28France%29.jpg/800px-GarageImage_F-86K_%28France%29.jpg
▄F-8E(FN),France,VII,10.0,"2,110",29.0,132.0,"1,555","1,070",https://wiki.warthunder.com/images/thumb/5/55/GarageImage_F-8E%28FN%29_%28France%29.jpg/800px-GarageImage_F-8E%28FN%29_%28France%29.jpg
F.222.2,France,I,2.3,366,33.0,6.4,0,N/A,https://wiki.warthunder.com/images/thumb/2/27/GarageImage_F.222.2.jpg/800px-GarageImage_F.222.2.jpg
F4U-7,France,IV,6.0,711,20.0,18.5,885,388,https://wiki.warthunder.com/images/thumb/5/5c/GarageImage_F4U-7.jpg/800px-GarageImage_F4U-7.jpg
▄F6F-5,France,II,3.3,647,20.5,12.6,803,487,https://wiki.warthunder.com/images/thumb/5/51/GarageImage_F6F-5_%28France%29.jpg/800px-GarageImage_F6F-5_%28France%29.jpg
▄F6F-5N,France,IV,4.3,629,21.0,11.8,803,487,https://wiki.warthunder.com/images/thumb/9/95/GarageImage_F6F-5N_%28France%29.jpg/800px-GarageImage_F6F-5N_%28France%29.jpg
▄F8F-1B,France,IV,6.3,708,19.0,24.8,827,616,https://wiki.warthunder.com/images/thumb/0/06/GarageImage_F8F-1B_%28France%29.jpg/800px-GarageImage_F8F-1B_%28France%29.jpg
GL.832HY,France,I,1.3,___,__._,__._,0,___,https://wiki.warthunder.com/images/thumb/2/24/GarageImage_GL.832HY.jpg/800px-GarageImage_GL.832HY.jpg
H-75A-1,France,I,1.7,560,21.0,10.6,681,488,https://wiki.warthunder.com/images/thumb/5/57/GarageImage_H-75A-1.jpg/800px-GarageImage_H-75A-1.jpg
H-75A-4,France,I,2.3,560,21.0,10.6,770,488,https://wiki.warthunder.com/images/thumb/e/ef/GarageImage_H-75A-4.jpg/800px-GarageImage_H-75A-4.jpg
Jaguar A,France,VII,10.3,"1,490",30.0,90.0,"1,273",926,https://wiki.warthunder.com/images/thumb/8/88/GarageImage_Jaguar_A.jpg/800px-GarageImage_Jaguar_A.jpg
Jaguar E,France,VII,10.3,"1,490",30.0,90.0,"1,273","1,273",https://wiki.warthunder.com/images/thumb/3/38/GarageImage_Jaguar_E.jpg/800px-GarageImage_Jaguar_E.jpg
Lancaster MR.7,France,IV,5.3,462,48.7,8.6,608,415,https://wiki.warthunder.com/images/thumb/9/94/GarageImage_Lancaster_MR.7.jpg/800px-GarageImage_Lancaster_MR.7.jpg
Late 298D,France,I,1.3,295,22.0,5.2,450,450,https://wiki.warthunder.com/images/thumb/f/f1/GarageImage_Late_298D.jpg/800px-GarageImage_Late_298D.jpg
LeO 451 early,France,II,3.0,495,30.0,5.9,550,385,https://wiki.warthunder.com/images/thumb/7/71/GarageImage_LeO_451_early.jpg/800px-GarageImage_LeO_451_early.jpg
LeO 451 late,France,II,3.0,490,30.0,5.8,550,385,https://wiki.warthunder.com/images/thumb/7/79/GarageImage_LeO_451_late.jpg/800px-GarageImage_LeO_451_late.jpg
Loire 130С,France,I,1.3,206,__._,__._,0,___,https://wiki.warthunder.com/images/thumb/2/2b/GarageImage_Loire_130C.jpg/800px-GarageImage_Loire_130C.jpg
M.B.152C1,France,II,2.3,485,19.0,10.8,830,N/A,https://wiki.warthunder.com/images/thumb/6/67/GarageImage_M.B.152C1.jpg/800px-GarageImage_M.B.152C1.jpg
M.B.157,France,III,3.3,711,19.0,14.1,810,448,https://wiki.warthunder.com/images/thumb/3/3c/GarageImage_M.B.157.jpg/800px-GarageImage_M.B.157.jpg
M.B.162,France,III,5.0,537,27.0,11.6,560,330,https://wiki.warthunder.com/images/thumb/4/4b/GarageImage_M.B.162.jpg/800px-GarageImage_M.B.162.jpg
